subscription_id,customer_id,plan_id,billing_cycle,start_date,end_date,status
S1504,C1443,2,Monthly,2025-04-17,,Active
S1505,C1444,3,Annual,2025-02-15,,Active
S1506,C1445,2,Monthly,2025-05-21,2025-07-21,Churned
S1507,C1446,1,Monthly,2026-01-27,2026-04-27,Upgraded
S1508,C1446,2,Monthly,2026-04-27,,Active
S1509,C1447,1,Monthly,2026-05-05,,Active
S1510,C1448,3,Annual,2025-12-14,,Active
S1511,C1449,1,Monthly,2026-01-23,,Active
S1512,C1450,3,Monthly,2025-05-26,2025-09-26,Upgraded
S1513,C1450,4,Monthly,2025-09-26,2025-11-26,Churned
S1514,C1451,1,Annual,2026-04-24,,Active
S1515,C1452,1,Annual,2026-01-25,,Active
S1516,C1453,1,Monthly,2026-05-27,,Active
S1517,C1454,2,Annual,2026-06-29,,Active
S1518,C1455,1,Annual,2025-08-19,,Active
S1519,C1456,3,Monthly,2025-03-08,2025-11-08,Upgraded
S1520,C1456,4,Monthly,2025-11-08,,Active
S1521,C1457,1,Monthly,2025-06-17,2026-02-17,Churned
S1522,C1458,1,Annual,2025-10-22,,Active
S1523,C1459,1,Monthly,2026-06-04,,Active
S1524,C1460,4,Monthly,2025-09-23,,Active
S1525,C1461,2,Annual,2026-03-17,,Active
S1526,C1462,2,Monthly,2025-12-30,2026-04-30,Churned
S1527,C1463,2,Annual,2025-05-07,,Active
S1528,C1464,3,Monthly,2025-08-29,,Active
S1529,C1465,1,Annual,2026-01-14,,Active
S1530,C1466,3,Annual,2026-02-17,,Active
S1531,C1467,3,Monthly,2025-10-21,,Active
S1532,C1468,1,Monthly,2025-06-18,2025-11-18,Upgraded
S1533,C1468,2,Monthly,2025-11-18,2026-05-18,Churned
S1534,C1469,1,Annual,2026-02-26,,Active
S1535,C1470,2,Monthly,2025-05-06,2025-10-06,Churned
S1536,C1471,1,Monthly,2026-06-22,,Active
S1537,C1472,1,Monthly,2025-05-31,2025-12-31,Upgraded
S1538,C1472,2,Monthly,2025-12-31,2026-02-28,Churned
S1539,C1473,2,Annual,2025-03-07,2026-03-07,Churned
S1540,C1474,1,Monthly,2025-11-08,,Active
S1541,C1475,3,Monthly,2025-12-15,,Active
S1542,C1476,2,Annual,2025-11-22,,Active
S1543,C1477,2,Annual,2025-10-30,,Active
S1544,C1478,2,Annual,2026-06-24,,Active
S1545,C1479,2,Annual,2025-11-24,,Active
S1546,C1480,2,Monthly,2025-11-14,,Active
S1547,C1481,4,Annual,2025-10-21,,Active
S1548,C1482,2,Annual,2025-02-06,2026-02-06,Churned
S1549,C1483,2,Annual,2026-01-15,,Active
S1550,C1484,3,Annual,2025-06-06,,Active
S1551,C1485,2,Annual,2026-01-01,,Active
S1552,C1486,1,Annual,2025-02-24,,Active
S1553,C1487,1,Monthly,2026-06-25,,Active
S1554,C1488,2,Annual,2025-11-16,,Active
S1555,C1489,3,Annual,2026-05-01,,Active
S1556,C1490,3,Monthly,2025-11-03,,Active
S1557,C1491,3,Monthly,2025-02-04,2025-03-04,Churned
S1558,C1492,1,Monthly,2026-04-22,,Active
S1559,C1493,3,Monthly,2026-01-07,,Active
S1560,C1494,2,Annual,2026-03-08,,Active
S1561,C1495,4,Annual,2025-10-27,,Active
S1562,C1496,3,Annual,2026-01-28,,Active
S1563,C1497,2,Annual,2026-04-23,,Active
S1564,C1498,2,Monthly,2026-01-10,2026-03-10,Churned
S1565,C1499,2,Monthly,2025-08-18,2025-10-18,Churned
S1566,C1500,1,Monthly,2026-01-07,,Active
S1567,C1501,2,Monthly,2026-02-25,2026-05-25,Churned
S1568,C1502,1,Monthly,2026-06-03,,Active
S1569,C1503,1,Monthly,2025-09-23,,Active
S1570,C1504,3,Monthly,2025-10-16,,Active
S1571,C1505,2,Monthly,2026-04-23,,Active
S1572,C1506,3,Annual,2025-11-14,,Active
S1573,C1507,2,Monthly,2026-03-05,,Active
S1574,C1508,3,Monthly,2025-11-23,2025-12-23,Churned
S1575,C1509,3,Monthly,2025-06-19,,Active
S1576,C1510,3,Annual,2026-03-15,,Active
S1577,C1511,2,Monthly,2025-04-12,2025-09-12,Churned
S1578,C1512,4,Annual,2025-05-11,,Active
S1579,C1513,2,Monthly,2026-01-15,,Active
S1580,C1514,3,Annual,2026-03-09,,Active
S1581,C1515,2,Annual,2026-05-09,,Active
S1582,C1516,1,Monthly,2025-07-09,2025-09-09,Churned
S1583,C1517,2,Monthly,2025-03-01,,Active
S1584,C1518,2,Monthly,2026-06-28,,Active
S1585,C1519,1,Monthly,2025-04-08,2025-06-08,Upgraded
S1586,C1519,2,Monthly,2025-06-08,2025-09-08,Churned
S1587,C1520,2,Annual,2025-05-06,2026-05-06,Churned
S1588,C1521,1,Annual,2025-07-05,,Active
S1589,C1522,4,Monthly,2025-12-31,,Active
S1590,C1523,2,Monthly,2026-05-15,,Active
S1591,C1524,1,Monthly,2026-03-11,2026-06-11,Churned
S1592,C1525,3,Annual,2026-02-12,,Active
S1593,C1526,2,Annual,2025-05-03,2026-05-03,Churned
S1594,C1527,3,Monthly,2025-09-10,,Active
S1595,C1528,2,Monthly,2025-11-08,2025-12-08,Churned
S1596,C1529,1,Annual,2025-04-25,,Active
S1597,C1530,1,Annual,2025-07-02,,Active
S1598,C1531,3,Annual,2025-08-14,,Active
S1599,C1532,3,Annual,2025-04-24,,Active
S1600,C1533,3,Annual,2025-12-26,,Active
S1601,C1534,1,Monthly,2026-02-15,2026-03-15,Churned
S1602,C1535,3,Annual,2025-02-07,,Active
S1603,C1536,2,Monthly,2025-11-11,,Active
S1604,C1537,3,Monthly,2026-03-07,,Active
S1605,C1538,1,Monthly,2026-03-21,,Active
S1606,C1539,3,Annual,2026-04-09,,Active
S1607,C1540,4,Monthly,2025-10-20,,Active
S1608,C1541,1,Annual,2026-04-20,,Active
S1609,C1542,3,Monthly,2025-06-29,2025-07-29,Churned
S1610,C1543,2,Annual,2025-09-12,,Active
S1611,C1544,1,Annual,2025-05-30,2026-05-30,Churned
S1612,C1545,1,Annual,2025-11-13,,Active
S1613,C1546,3,Monthly,2025-09-21,2025-11-21,Churned
S1614,C1547,1,Monthly,2025-06-20,,Active
S1615,C1548,1,Monthly,2026-03-26,,Active
S1616,C1549,3,Annual,2025-08-15,,Active
S1617,C1550,2,Monthly,2025-07-25,,Active
S1618,C1551,3,Annual,2025-04-11,,Active
S1619,C1552,2,Annual,2025-10-16,,Active
S1620,C1553,2,Monthly,2025-08-16,2025-11-16,Churned
S1621,C1554,3,Annual,2025-09-22,,Active
S1622,C1555,1,Monthly,2025-06-19,2026-05-19,Churned
S1623,C1556,1,Monthly,2026-03-03,,Active
S1624,C1557,2,Monthly,2026-06-25,,Active
S1625,C1558,4,Monthly,2025-11-23,,Active
S1626,C1559,2,Annual,2026-01-04,,Active
S1627,C1560,4,Annual,2026-05-30,,Active
S1628,C1561,3,Annual,2026-06-20,,Active
S1629,C1562,2,Annual,2026-01-03,,Active
S1630,C1563,2,Annual,2026-05-16,,Active
S1631,C1564,1,Monthly,2026-05-26,,Active
S1632,C1565,2,Monthly,2026-03-09,,Active
S1633,C1566,1,Monthly,2025-11-28,,Active
S1634,C1567,2,Annual,2025-03-13,2026-03-13,Churned
S1635,C1568,1,Monthly,2025-01-08,,Active
S1636,C1569,4,Annual,2025-11-11,,Active
S1637,C1570,1,Annual,2025-11-16,,Active
S1638,C1571,2,Monthly,2025-10-22,2026-04-22,Churned
S1639,C1572,1,Monthly,2026-01-29,,Active
S1640,C1573,1,Annual,2025-12-07,,Active
S1641,C1574,1,Monthly,2026-04-29,,Active
S1642,C1575,3,Annual,2025-03-17,2026-03-17,Churned
S1643,C1576,2,Annual,2025-06-04,2026-06-04,Churned
S1644,C1577,2,Monthly,2026-03-29,2026-05-29,Churned
S1645,C1578,3,Monthly,2026-04-11,,Active
S1646,C1579,1,Monthly,2026-06-19,,Active
S1647,C1580,3,Monthly,2026-05-22,,Active
S1648,C1581,1,Monthly,2026-05-01,,Active
S1649,C1582,3,Annual,2025-08-07,,Active
S1650,C1583,4,Annual,2025-09-21,,Active
S1651,C1584,3,Annual,2025-07-11,,Active
S1652,C1585,1,Monthly,2026-01-01,,Active
S1653,C1586,2,Monthly,2026-06-01,,Active
S1654,C1587,3,Annual,2025-08-26,,Active
S1655,C1588,2,Monthly,2025-12-05,2026-04-05,Churned
S1656,C1589,1,Monthly,2025-07-04,2025-09-04,Churned
S1657,C1590,2,Annual,2025-05-18,,Active
S1658,C1591,1,Monthly,2025-05-04,,Active
S1659,C1592,2,Monthly,2025-02-19,2025-12-19,Churned
S1660,C1593,1,Monthly,2026-06-17,,Active
S1661,C1594,2,Monthly,2025-09-20,2025-12-20,Churned
S1662,C1595,2,Annual,2026-04-15,,Active
S1663,C1596,1,Annual,2026-02-22,,Active
S1664,C1597,1,Monthly,2025-05-20,2025-06-20,Churned
S1665,C1598,4,Monthly,2025-05-13,,Active
S1666,C1599,2,Monthly,2026-04-01,2026-06-01,Churned
S1667,C1600,2,Monthly,2025-07-09,,Active
S1668,C1601,3,Monthly,2026-05-05,,Active
S1669,C1602,2,Annual,2025-04-01,2026-04-01,Churned
S1670,C1603,2,Monthly,2026-02-08,,Active
S1671,C1604,2,Monthly,2026-04-07,,Active
S1672,C1605,1,Monthly,2025-06-03,,Active
S1673,C1606,2,Monthly,2025-07-10,2025-10-10,Churned
S1674,C1607,1,Monthly,2026-06-16,,Active
S1675,C1608,4,Monthly,2025-07-06,,Active
S1676,C1609,2,Monthly,2025-10-09,2025-11-09,Churned
S1677,C1610,1,Monthly,2025-10-01,,Active
S1678,C1611,2,Monthly,2025-07-02,2025-12-02,Churned
S1679,C1612,1,Monthly,2026-03-05,,Active
S1680,C1613,2,Monthly,2026-03-15,,Active
S1681,C1614,3,Monthly,2025-09-20,2025-10-20,Churned
S1682,C1615,3,Monthly,2026-04-24,,Active
S1683,C1616,3,Monthly,2025-06-19,2025-07-19,Churned
S1684,C1617,2,Annual,2025-01-20,,Active
S1685,C1618,2,Monthly,2026-01-30,,Active
S1686,C1619,1,Monthly,2026-06-08,,Active
S1687,C1620,2,Annual,2025-02-23,2026-02-23,Churned
S1688,C1621,2,Annual,2025-06-29,,Active
S1689,C1622,1,Monthly,2025-12-18,,Active
S1690,C1623,1,Annual,2026-04-26,,Active
S1691,C1624,1,Annual,2025-03-05,,Active
S1692,C1625,1,Monthly,2025-09-27,2025-11-27,Churned
S1693,C1626,1,Annual,2026-03-18,,Active
S1694,C1627,2,Monthly,2025-09-07,2025-12-07,Churned
S1695,C1628,2,Monthly,2025-05-02,2025-07-02,Churned
S1696,C1629,2,Annual,2025-05-23,,Active
S1697,C1630,1,Monthly,2025-10-14,,Active
S1698,C1631,2,Annual,2025-11-10,,Active
S1699,C1632,3,Monthly,2026-05-13,,Active
S1700,C1633,1,Monthly,2026-01-31,2026-02-28,Churned
S1701,C1634,1,Monthly,2026-02-12,2026-04-12,Churned
S1702,C1635,2,Monthly,2026-06-03,,Active
S1703,C1636,1,Monthly,2025-10-09,,Active
S1704,C1637,1,Monthly,2025-10-05,2025-11-05,Churned
S1705,C1638,2,Monthly,2026-05-22,,Active
S1706,C1639,2,Annual,2025-06-25,,Active
S1707,C1640,3,Monthly,2026-02-24,,Active
S1708,C1641,3,Monthly,2026-03-20,2026-05-20,Churned
S1709,C1642,2,Monthly,2025-03-24,2025-06-24,Churned
S1710,C1643,2,Annual,2025-11-13,,Active
S1711,C1644,4,Annual,2025-05-20,,Active
S1712,C1645,2,Monthly,2025-05-04,2025-10-04,Upgraded
S1713,C1645,3,Monthly,2025-10-04,2025-11-04,Churned
S1714,C1646,4,Annual,2025-11-17,,Active
S1715,C1647,3,Monthly,2025-07-18,,Active
S1716,C1648,1,Monthly,2026-04-01,,Active
S1717,C1649,1,Monthly,2026-05-17,,Active
S1718,C1650,1,Monthly,2026-04-22,,Active
S1719,C1651,3,Monthly,2025-07-12,,Active
S1720,C1652,1,Monthly,2025-07-17,2025-09-17,Churned
S1721,C1653,2,Annual,2025-07-09,,Active
S1722,C1654,2,Annual,2025-04-09,2026-04-09,Churned
S1723,C1655,3,Monthly,2026-06-04,,Active
S1724,C1656,3,Monthly,2025-09-10,2025-11-10,Churned
S1725,C1657,1,Annual,2025-06-25,2026-06-25,Churned
S1726,C1658,1,Monthly,2026-04-29,,Active
S1727,C1659,2,Annual,2025-09-20,,Active
S1728,C1660,3,Monthly,2025-01-20,,Active
S1729,C1661,3,Annual,2025-05-20,,Active
S1730,C1662,2,Monthly,2026-01-15,2026-03-15,Churned
S1731,C1663,3,Monthly,2026-03-14,,Active
S1732,C1664,2,Monthly,2025-06-19,2026-01-19,Churned
S1733,C1665,1,Monthly,2026-05-25,,Active
S1734,C1666,3,Annual,2026-04-13,,Active
S1735,C1667,2,Monthly,2026-04-17,,Active
S1736,C1668,3,Monthly,2025-06-15,2025-07-15,Churned
S1737,C1669,2,Monthly,2025-02-08,2025-03-08,Churned
S1738,C1670,2,Monthly,2026-05-09,,Active
S1739,C1671,1,Annual,2025-08-03,,Active
S1740,C1672,2,Monthly,2026-01-14,2026-02-14,Churned
S1741,C1673,1,Annual,2026-03-23,,Active
S1742,C1674,3,Monthly,2025-04-21,2025-08-21,Churned
S1743,C1675,1,Monthly,2026-03-31,,Active
S1744,C1676,1,Monthly,2026-06-02,,Active
S1745,C1677,1,Monthly,2026-02-22,,Active
S1746,C1678,2,Monthly,2025-10-25,2025-12-25,Churned
S1747,C1679,2,Monthly,2026-05-14,,Active
S1748,C1680,3,Annual,2025-12-09,,Active
S1749,C1681,2,Annual,2026-03-12,,Active
S1750,C1682,2,Annual,2026-04-21,,Active
S1751,C1683,2,Monthly,2026-03-27,,Active
S1752,C1684,1,Monthly,2025-07-20,2025-11-20,Churned
S1753,C1685,2,Annual,2025-04-16,,Active
S1754,C1686,3,Annual,2025-06-20,,Active
S1755,C1687,2,Monthly,2025-11-03,,Active
S1756,C1688,4,Monthly,2025-11-19,,Active
S1757,C1689,1,Monthly,2026-01-02,,Active
S1758,C1690,3,Monthly,2025-09-29,,Active
S1759,C1691,3,Annual,2026-03-28,,Active
S1760,C1692,3,Annual,2026-05-16,,Active
S1761,C1693,2,Monthly,2025-06-12,2025-11-12,Churned
S1762,C1694,1,Monthly,2026-03-23,,Active
S1763,C1695,3,Annual,2026-02-18,,Active
S1764,C1696,2,Annual,2025-12-22,,Active
S1765,C1697,2,Monthly,2025-05-16,2025-06-16,Churned
S1766,C1698,1,Monthly,2026-04-08,2026-05-08,Churned
S1767,C1699,1,Monthly,2026-06-03,,Active
S1768,C1700,4,Monthly,2026-02-08,,Active
S1769,C1701,1,Monthly,2026-05-17,,Active
S1770,C1702,2,Annual,2026-06-13,,Active
S1771,C1703,1,Monthly,2025-09-16,,Active
S1772,C1704,2,Annual,2026-01-09,,Active
S1773,C1705,3,Annual,2025-11-29,,Active
S1774,C1706,4,Monthly,2026-06-12,,Active
S1775,C1707,2,Annual,2025-03-27,2026-03-27,Churned
S1776,C1708,1,Annual,2025-10-13,,Active
S1777,C1709,1,Monthly,2026-05-14,,Active
S1778,C1710,1,Monthly,2025-07-19,2026-05-19,Churned
S1779,C1711,2,Monthly,2026-03-09,2026-04-09,Churned
S1780,C1712,4,Annual,2025-09-07,,Active
S1781,C1713,1,Monthly,2026-06-12,,Active
S1782,C1714,2,Monthly,2026-05-25,,Active
S1783,C1715,2,Monthly,2025-08-05,2025-11-05,Churned
S1784,C1716,2,Annual,2026-03-14,,Active
S1785,C1717,2,Annual,2025-08-21,,Active
S1786,C1718,2,Monthly,2026-01-22,2026-03-22,Churned
S1787,C1719,1,Annual,2026-01-14,,Active
S1788,C1720,2,Monthly,2026-04-03,,Active
S1789,C1721,2,Annual,2025-01-01,,Active
S1790,C1722,3,Monthly,2025-06-15,2025-08-15,Churned
S1791,C1723,1,Monthly,2026-02-23,,Active
S1792,C1724,2,Monthly,2026-01-01,,Active
S1793,C1725,4,Monthly,2025-11-27,,Active
S1794,C1726,2,Annual,2025-02-19,,Active
S1795,C1727,1,Monthly,2025-08-01,2026-02-01,Churned
S1796,C1728,4,Annual,2026-05-11,,Active
S1797,C1729,1,Monthly,2025-01-07,,Active
S1798,C1730,3,Monthly,2025-09-29,2025-10-29,Churned
S1799,C1731,1,Monthly,2026-06-17,,Active
S1800,C1732,3,Monthly,2025-02-10,2025-04-10,Churned
S1801,C1733,1,Annual,2026-03-09,,Active
S1802,C1734,2,Annual,2025-07-18,,Active
S1803,C1735,4,Annual,2026-05-01,,Active
S1804,C1736,2,Monthly,2026-03-08,2026-05-08,Churned
S1805,C1737,1,Monthly,2026-05-06,,Active
S1806,C1738,1,Monthly,2025-06-19,2026-03-19,Churned
S1807,C1739,1,Monthly,2025-12-21,,Active
S1808,C1740,1,Annual,2026-03-15,,Active
S1809,C1741,2,Annual,2025-06-05,,Active
S1810,C1742,2,Annual,2025-06-12,2026-06-12,Churned
S1811,C1743,4,Annual,2025-01-27,,Active
S1812,C1744,3,Annual,2026-06-07,,Active
S1813,C1745,4,Annual,2026-02-05,,Active
S1814,C1746,2,Monthly,2026-01-04,,Active
S1815,C1747,2,Monthly,2026-03-26,,Active
S1816,C1748,2,Monthly,2025-12-04,,Active
S1817,C1749,1,Annual,2025-11-18,,Active
S1818,C1750,1,Monthly,2025-10-31,,Active
S1819,C1751,3,Annual,2026-01-20,,Active
S1820,C1752,3,Annual,2025-05-13,,Active
S1821,C1753,1,Monthly,2026-05-07,,Active
S1822,C1754,2,Monthly,2026-04-01,,Active
S1823,C1755,1,Monthly,2025-08-05,2025-09-05,Churned
S1824,C1756,2,Monthly,2026-01-30,2026-03-30,Upgraded
S1825,C1756,3,Monthly,2026-03-30,,Active
S1826,C1757,1,Annual,2025-04-05,,Active
S1827,C1758,3,Monthly,2026-06-01,,Active
S1828,C1759,2,Annual,2026-05-26,,Active
S1829,C1760,2,Monthly,2026-05-13,,Active
S1830,C1761,3,Monthly,2025-08-12,,Active
S1831,C1762,4,Annual,2025-05-23,,Active
S1832,C1763,3,Annual,2025-06-16,,Active
S1833,C1764,2,Annual,2025-03-29,2026-03-29,Churned
S1834,C1765,1,Monthly,2025-04-15,2025-08-15,Churned
S1835,C1766,2,Annual,2025-02-20,2026-02-20,Churned
S1836,C1767,3,Monthly,2026-06-27,,Active
S1837,C1768,4,Annual,2025-02-13,,Active
S1838,C1769,2,Monthly,2025-04-09,,Active
S1839,C1770,2,Annual,2026-04-30,,Active
S1840,C1771,1,Monthly,2026-01-08,2026-04-08,Upgraded
S1841,C1771,2,Monthly,2026-04-08,,Active
S1842,C1772,1,Monthly,2026-03-02,,Active
S1843,C1773,1,Annual,2026-01-18,,Active
S1844,C1774,1,Annual,2026-05-31,,Active
S1845,C1775,2,Monthly,2026-01-03,2026-02-03,Churned
S1846,C1776,1,Monthly,2025-12-27,,Active
S1847,C1777,2,Monthly,2026-02-24,,Active
S1848,C1778,2,Annual,2025-10-29,,Active
S1849,C1779,1,Monthly,2025-08-14,2025-12-14,Churned
S1850,C1780,2,Monthly,2025-11-08,2026-01-08,Churned
S1851,C1781,1,Monthly,2025-05-16,2025-08-16,Upgraded
S1852,C1781,2,Monthly,2025-08-16,2025-11-16,Churned
S1853,C1782,1,Annual,2026-04-05,,Active
S1854,C1783,4,Annual,2025-07-27,,Active
S1855,C1784,1,Monthly,2025-04-20,2026-04-20,Churned
S1856,C1785,1,Monthly,2025-06-15,,Active
S1857,C1786,2,Monthly,2026-04-16,2026-06-16,Churned
S1858,C1787,1,Monthly,2025-08-23,2025-09-23,Churned
S1859,C1788,2,Annual,2026-02-15,,Active
S1860,C1789,3,Monthly,2026-04-26,,Active
S1861,C1790,2,Monthly,2025-03-29,2026-06-29,Churned
S1862,C1791,2,Monthly,2026-03-30,,Active
S1863,C1792,4,Monthly,2025-08-20,2025-10-20,Churned
S1864,C1793,1,Monthly,2025-06-23,,Active
S1865,C1794,2,Annual,2026-02-09,,Active
S1866,C1795,1,Monthly,2026-05-02,,Active
S1867,C1796,1,Monthly,2025-07-13,,Active
S1868,C1797,4,Annual,2026-01-28,,Active
S1869,C1798,3,Monthly,2025-07-05,,Active
S1870,C1799,1,Monthly,2025-12-17,,Active
S1871,C1800,2,Monthly,2026-01-06,2026-04-06,Churned
S1872,C1801,1,Monthly,2026-01-14,,Active
S1873,C1802,3,Monthly,2026-01-05,,Active
S1874,C1803,1,Monthly,2025-04-23,,Active
S1875,C1804,4,Monthly,2026-02-23,,Active
S1876,C1805,1,Monthly,2026-02-22,2026-04-22,Upgraded
S1877,C1805,2,Monthly,2026-04-22,,Active
S1878,C1806,1,Monthly,2026-02-20,2026-05-20,Churned
S1879,C1807,4,Monthly,2025-02-07,,Active
S1880,C1808,4,Annual,2025-10-17,,Active
S1881,C1809,1,Monthly,2025-10-04,2026-04-04,Churned
S1882,C1810,2,Monthly,2025-03-12,2025-05-12,Churned
S1883,C1811,4,Annual,2025-06-16,,Active
S1884,C1812,2,Annual,2025-10-21,,Active
S1885,C1813,2,Monthly,2026-03-04,,Active
S1886,C1814,2,Monthly,2025-06-25,,Active
S1887,C1815,4,Annual,2026-04-14,,Active
S1888,C1816,2,Annual,2025-12-28,,Active
S1889,C1817,1,Monthly,2026-03-17,,Active
S1890,C1818,2,Monthly,2025-11-17,,Active
S1891,C1819,3,Annual,2025-11-21,,Active
S1892,C1820,2,Monthly,2026-01-26,2026-04-26,Churned
S1893,C1821,1,Monthly,2026-05-05,,Active
S1894,C1822,2,Monthly,2025-11-16,2026-02-16,Churned
S1895,C1823,2,Monthly,2025-12-01,,Active
S1896,C1824,4,Monthly,2026-01-15,,Active
S1897,C1825,1,Annual,2026-03-26,,Active
S1898,C1826,3,Annual,2025-02-25,,Active
S1899,C1827,2,Annual,2025-12-09,,Active
S1900,C1828,1,Monthly,2025-11-12,2026-05-12,Upgraded
S1901,C1828,2,Monthly,2026-05-12,2026-06-12,Churned
S1902,C1829,2,Monthly,2026-05-18,,Active
S1903,C1830,1,Monthly,2025-11-12,,Active
S1904,C1831,3,Monthly,2025-11-06,,Active
S1905,C1832,3,Monthly,2026-06-10,,Active
S1906,C1833,1,Monthly,2025-10-13,,Active
S1907,C1834,2,Annual,2025-05-17,,Active
S1908,C1835,4,Monthly,2025-06-28,,Active
S1909,C1836,1,Monthly,2025-03-17,2026-01-17,Churned
S1910,C1837,4,Annual,2025-01-13,,Active
S1911,C1838,1,Monthly,2025-10-21,,Active
S1912,C1839,1,Monthly,2026-03-24,,Active
S1913,C1840,2,Annual,2026-03-14,,Active
S1914,C1841,1,Monthly,2025-01-16,2025-03-16,Churned
S1915,C1842,3,Monthly,2026-01-07,,Active
S1916,C1843,2,Monthly,2025-04-26,2025-06-26,Upgraded
S1917,C1843,3,Monthly,2025-06-26,2025-07-26,Churned
S1918,C1844,3,Annual,2026-06-27,,Active
S1919,C1845,2,Monthly,2025-05-06,2025-09-06,Churned
S1920,C1846,2,Annual,2026-01-11,,Active
S1921,C1847,3,Annual,2025-08-09,,Active
S1922,C1848,2,Monthly,2026-01-29,2026-02-28,Churned
S1923,C1849,3,Monthly,2025-10-03,,Active
S1924,C1850,2,Monthly,2026-03-07,2026-06-07,Churned
S1925,C1851,1,Annual,2025-06-10,2026-06-10,Churned
S1926,C1852,2,Annual,2026-05-18,,Active
S1927,C1853,2,Monthly,2025-11-08,,Active
S1928,C1854,1,Monthly,2026-03-17,,Active
S1929,C1855,2,Monthly,2026-04-23,,Active
S1930,C1856,2,Annual,2026-06-25,,Active
S1931,C1857,1,Monthly,2025-06-03,2025-08-03,Churned
S1932,C1858,3,Annual,2025-07-05,,Active
S1933,C1859,3,Annual,2025-06-03,,Active
S1934,C1860,1,Monthly,2025-07-29,2025-10-29,Churned
S1935,C1861,4,Annual,2026-01-21,,Active
S1936,C1862,4,Monthly,2026-06-16,,Active
S1937,C1863,3,Monthly,2026-06-24,,Active
S1938,C1864,1,Monthly,2025-12-19,2026-03-19,Upgraded
S1939,C1864,2,Monthly,2026-03-19,2026-05-19,Churned
S1940,C1865,1,Monthly,2026-01-08,,Active
S1941,C1866,2,Monthly,2026-04-16,,Active
S1942,C1867,3,Monthly,2026-06-22,,Active
S1943,C1868,2,Monthly,2025-05-02,2026-01-02,Churned
S1944,C1869,2,Monthly,2025-12-19,2026-04-19,Upgraded
S1945,C1869,3,Monthly,2026-04-19,,Active
S1946,C1870,3,Monthly,2026-04-15,,Active
S1947,C1871,4,Monthly,2025-08-03,,Active
S1948,C1872,2,Annual,2025-10-09,,Active
S1949,C1873,4,Annual,2026-06-14,,Active
S1950,C1874,3,Monthly,2026-06-11,,Active
S1951,C1875,1,Monthly,2026-05-09,,Active
S1952,C1876,3,Annual,2026-04-20,,Active
S1953,C1877,1,Monthly,2025-07-13,,Active
S1954,C1878,1,Annual,2025-08-16,,Active
S1955,C1879,4,Annual,2025-12-25,,Active
S1956,C1880,2,Monthly,2025-12-03,2026-04-03,Churned
S1957,C1881,2,Monthly,2025-11-11,2025-12-11,Churned
S1958,C1882,4,Annual,2026-01-03,,Active
S1959,C1883,1,Annual,2025-10-29,,Active
S1960,C1884,1,Monthly,2026-03-06,,Active
S1961,C1885,1,Monthly,2025-08-26,2025-10-26,Churned
S1962,C1886,2,Annual,2025-08-06,,Active
S1963,C1887,1,Monthly,2025-04-10,2025-10-10,Churned
S1964,C1888,1,Monthly,2025-05-19,2026-02-19,Churned
S1965,C1889,3,Annual,2026-04-25,,Active
S1966,C1890,1,Monthly,2025-10-06,,Active
S1967,C1891,2,Monthly,2025-06-07,2025-10-07,Churned
S1968,C1892,1,Monthly,2026-03-28,,Active
S1969,C1893,2,Monthly,2025-12-10,2026-03-10,Churned
S1970,C1894,2,Monthly,2025-01-07,2025-05-07,Upgraded
S1971,C1894,3,Monthly,2025-05-07,,Active
S1972,C1895,2,Monthly,2025-08-24,2025-10-24,Churned
S1973,C1896,1,Monthly,2025-05-03,,Active
S1974,C1897,1,Monthly,2026-01-27,2026-03-27,Churned
S1975,C1898,1,Monthly,2025-07-28,2025-10-28,Churned
S1976,C1899,1,Annual,2025-02-24,,Active
S1977,C1900,2,Monthly,2025-02-09,,Active
S1978,C1901,1,Monthly,2026-01-04,,Active
S1979,C1902,1,Annual,2025-01-14,,Active
S1980,C1903,1,Monthly,2026-04-11,,Active
S1981,C1904,3,Annual,2025-04-29,,Active
S1982,C1905,2,Monthly,2026-01-20,,Active
S1983,C1906,2,Monthly,2025-10-30,2025-11-30,Churned
S1984,C1907,2,Annual,2025-10-24,,Active
S1985,C1908,2,Annual,2025-02-21,,Active
S1986,C1909,1,Annual,2026-04-04,,Active
S1987,C1910,2,Monthly,2026-05-03,,Active
S1988,C1911,2,Monthly,2025-01-02,2025-02-02,Churned
S1989,C1912,1,Monthly,2025-05-19,2025-09-19,Churned
S1990,C1913,1,Monthly,2026-05-07,,Active
S1991,C1914,4,Annual,2025-12-31,,Active
S1992,C1915,3,Annual,2025-04-04,,Active
S1993,C1916,1,Annual,2025-05-30,,Active
S1994,C1917,4,Annual,2026-01-21,,Active
S1995,C1918,1,Monthly,2026-02-03,,Active
S1996,C1919,1,Monthly,2026-01-02,,Active
S1997,C1920,1,Annual,2026-06-12,,Active
S1998,C1921,4,Annual,2025-11-11,,Active
S1999,C1922,1,Monthly,2025-08-10,2025-11-10,Churned
S2000,C1923,3,Monthly,2025-11-16,,Active
S2001,C1924,2,Monthly,2025-09-04,2026-05-04,Upgraded
S2002,C1924,3,Monthly,2026-05-04,,Active
S2003,C1925,2,Monthly,2025-06-04,2025-08-04,Churned
S2004,C1926,1,Annual,2025-02-20,2026-02-20,Churned
S2005,C1927,1,Monthly,2025-09-30,2026-04-30,Churned
S2006,C1928,3,Annual,2026-02-08,,Active
